Release,className,LOC,Age,CHG,MAX_CHG,AVG_CHG,Bug Fixed,NAuth,Number of Commit,LOC Added,AVG_LOC Added,MAX_LOC Added,Buggy
2,security-admin/src/main/java/com/xasecure/view/VXAsset.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAssetList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAuditMap.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAuditMapList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAuthSession.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAuthSessionList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXCredentialStore.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXCredentialStoreList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXDataObject.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroup.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroupGroup.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroupGroupList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroupList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroupUser.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXGroupUserList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXLong.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXMessage.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPasswordChange.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPermMap.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPermMapList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPermObj.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPermObjList.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPolicyExportAudit.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPolicyExportAuditList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPolicyList.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPortalUser.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXPortalUserList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXRepositoryList.java,0,355,125,125,123,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXResource.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXResourceList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXResponse.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXString.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXStringList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXTrxLog.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXTrxLogList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXUser.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXUserList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/config/ConfigWatcher.java,0,355,1,2,1,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/dao/DaoManager.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/dao/XAHBaseAuditEventDao.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/dao/XAHdfsAuditEventDao.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/dao/XAHiveAuditEventDao.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXBaseAuditEvent.java,0,355,191,191,189,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXBaseAuditEvent_.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHBaseAuditEvent.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHBaseAuditEvent_.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHdfsAuditEvent.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHdfsAuditEvent_.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHiveAuditEvent.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-audit/src/main/java/com/xasecure/audit/entity/XXHiveAuditEvent_.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
2,agents-cred/src/main/java/com/xasecure/authorization/hadoop/utils/XaSecureCredentialProvider.java,0,355,191,191,188,0,0,0,0,0.1977716,38,false
2,agents-impl/src/main/java/com/xasecure/pdp/config/PolicyChangeListener.java,0,355,191,191,190,0,0,0,0,0.1977716,38,false
